mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.007199549674987793,0.0009774292956682515,0.0,0.0,0.001,l1,"{'C': 0.001, 'penalty': 'l1'}",,,,,,,,,,,,,8
0.5204560279846191,1.3490352680785753,0.005558896064758301,0.008681507152879079,0.001,l2,"{'C': 0.001, 'penalty': 'l2'}",0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8707142857142857,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.8708336313350887,4.0721686055340215e-05,1
0.0069901466369628905,0.002149034721783816,0.0,0.0,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",,,,,,,,,,,,,9
0.16649971008300782,0.02237498441847964,0.002307009696960449,0.0006466370668457136,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8707142857142857,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.8708336313350887,4.0721686055340215e-05,1
0.006202316284179688,0.0013370827334141218,0.0,0.0,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",,,,,,,,,,,,,10
0.5879972457885743,0.19075293763496054,0.0034991025924682615,0.0013583699723312308,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8707142857142857,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.8708336313350887,4.0721686055340215e-05,1
0.006906676292419434,0.0006967153618667913,0.0,0.0,1.0,l1,"{'C': 1.0, 'penalty': 'l1'}",,,,,,,,,,,,,11
0.6668999195098877,0.23984002018800274,0.004598283767700195,0.0041784863433284416,1.0,l2,"{'C': 1.0, 'penalty': 'l2'}",0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8707142857142857,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.8708336313350887,4.0721686055340215e-05,1
0.005907177925109863,0.0007008220695019376,0.0,0.0,10.0,l1,"{'C': 10.0, 'penalty': 'l1'}",,,,,,,,,,,,,12
0.6446032285690307,0.17687285873627148,0.0037930488586425783,0.0015375614713413574,10.0,l2,"{'C': 10.0, 'penalty': 'l2'}",0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8707142857142857,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.8708336313350887,4.0721686055340215e-05,1
0.006900167465209961,0.0012177632561359876,0.0,0.0,100.0,l1,"{'C': 100.0, 'penalty': 'l1'}",,,,,,,,,,,,,13
0.5418200492858887,0.18429905174844757,0.003689122200012207,0.00118573417423311,100.0,l2,"{'C': 100.0, 'penalty': 'l2'}",0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8707142857142857,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.8708336313350887,4.0721686055340215e-05,1
0.009998726844787597,0.003098618192714748,0.0,0.0,1000.0,l1,"{'C': 1000.0, 'penalty': 'l1'}",,,,,,,,,,,,,14
0.7082111120224,0.2990057417882248,0.004188227653503418,0.0012522193141338575,1000.0,l2,"{'C': 1000.0, 'penalty': 'l2'}",0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8708571428571429,0.8707142857142857,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.870838691241606,0.8708336313350887,4.0721686055340215e-05,1
