mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.028496551513671874,0.0048243740911523714,0.0,0.0,0.001,l1,"{'C': 0.001, 'penalty': 'l1'}",,,,,,,,,,,,,8
0.3298234701156616,0.24983182790532088,0.007979869842529297,0.0021085000575160238,0.001,l2,"{'C': 0.001, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.027470946311950684,0.005537814621061203,0.0,0.0,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",,,,,,,,,,,,,9
0.3591074228286743,0.031244294944395293,0.00629878044128418,0.0009008255532128443,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.02608461380004883,0.00879961008323299,0.0,0.0,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",,,,,,,,,,,,,10
0.9412364721298218,0.16244482658272655,0.0074692249298095705,0.0018085293510142438,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.022301530838012694,0.0006383092523113039,0.0,0.0,1.0,l1,"{'C': 1.0, 'penalty': 'l1'}",,,,,,,,,,,,,11
0.8721455335617065,0.12369082943193031,0.006699562072753906,0.0017341719912937557,1.0,l2,"{'C': 1.0, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.022603321075439452,0.0010179325827489615,0.0,0.0,10.0,l1,"{'C': 10.0, 'penalty': 'l1'}",,,,,,,,,,,,,12
0.8938610553741455,0.1172845181662503,0.008091306686401368,0.005394419630806115,10.0,l2,"{'C': 10.0, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.024199604988098145,0.0017195180267924773,0.0,0.0,100.0,l1,"{'C': 100.0, 'penalty': 'l1'}",,,,,,,,,,,,,13
0.9369870901107789,0.05454413970027773,0.006318879127502441,0.0012114471765703122,100.0,l2,"{'C': 100.0, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.026468586921691895,0.0031391599381911475,0.0,0.0,1000.0,l1,"{'C': 1000.0, 'penalty': 'l1'}",,,,,,,,,,,,,14
0.8477295160293579,0.036274628350650796,0.005877852439880371,0.0002994437931697332,1000.0,l2,"{'C': 1000.0, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
