mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.02709817886352539,0.0023863057891585536,0.0,0.0,0.001,l1,"{'C': 0.001, 'penalty': 'l1'}",,,,,,,,,,,,,8
0.25909762382507323,0.05043842396000552,0.007699704170227051,0.0011880168870962951,0.001,l2,"{'C': 0.001, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.02959895133972168,0.0032310966315153644,0.0,0.0,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",,,,,,,,,,,,,9
0.40565714836120603,0.06045711800049439,0.006398797035217285,0.0006631844634974978,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.025601959228515624,0.0016278941487856914,0.0,0.0,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",,,,,,,,,,,,,10
1.1123210906982421,0.3423294586648877,0.007799172401428222,0.0034594646927065607,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.03001065254211426,0.0033273160091108786,0.0,0.0,1.0,l1,"{'C': 1.0, 'penalty': 'l1'}",,,,,,,,,,,,,11
2.474922299385071,0.46770613687428003,0.007299065589904785,0.002240581822821924,1.0,l2,"{'C': 1.0, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.023999118804931642,0.0008943383779458974,0.0,0.0,10.0,l1,"{'C': 10.0, 'penalty': 'l1'}",,,,,,,,,,,,,12
4.171826362609863,0.38856094023949833,0.006499028205871582,0.0012855909137919356,10.0,l2,"{'C': 10.0, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.02539870738983154,0.0011134480835403512,0.0,0.0,100.0,l1,"{'C': 100.0, 'penalty': 'l1'}",,,,,,,,,,,,,13
3.3847258567810057,0.5448543011916431,0.005897903442382812,0.0011358274630787549,100.0,l2,"{'C': 100.0, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
0.024697637557983397,0.0016744522091380264,0.0,0.0,1000.0,l1,"{'C': 1000.0, 'penalty': 'l1'}",,,,,,,,,,,,,14
4.149437713623047,0.6600977369488322,0.006198358535766601,0.00074878843507416,1000.0,l2,"{'C': 1000.0, 'penalty': 'l2'}",0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.871410201457351,0.871410201457351,0.871410201457351,0.871410201457351,0.8715530790112873,0.8714336741983549,4.073276191185211e-05,1
